"x","y","z"
576.901961117983,292.444907128811,160.222532532194
381.342657841742,2668.70895214379,169.236689620903
1156.99233673513,1794.74678635597,155.476530363642
3422.10019007325,3526.18662454188,148.324439489265
661.61969397217,1033.76060444862,124.229540343056
2383.80131497979,1652.85593178123,161.909392724698
2593.82968489081,2324.1595858708,157.230848923802
962.166982702911,3387.53188867122,153.164953637887
2502.15389207006,1336.04965731502,158.01237204649
2341.14773292094,2963.91223371029,151.161261974296
3151.91112179309,324.447087943554,151.865363914506
1877.55406182259,883.062986657023,157.10184605724
396.629649214447,2925.2713797614,183.993424888066
1480.68637493998,1889.51383624226,172.726569458871
1487.17835452408,2281.98017831892,157.518913599148
3151.74499340355,3037.0487049222,152.795130524517
750.886308029294,632.499735802412,147.770146612419
621.741397306323,2419.58745103329,167.971040912177
2795.79164646566,1622.44438193738,169.222538090708
3640.27106575668,2373.96624591202,140.43730291012
1726.77643038332,1073.83435498923,130.802636599207
1272.63274602592,2211.87715604901,165.337671998463
2704.22189962119,1621.1698083207,168.630648233743
3647.71523606032,3376.82028859854,145.479774781113
1802.92896460742,3544.16478518397,129.887763536816
1980.99750000983,3599.92516320199,144.471649809409
65.3516864404082,1274.85870569944,150.515408144893
249.31166972965,126.32489670068,165.757342111467
2877.97862477601,1211.93369477987,162.591888672176
1947.46280275285,2082.37307984382,171.687576422068
1448.8844005391,3854.06738519669,160.098243670229
403.587222099304,2095.18951270729,165.462430260857
945.168086327612,3130.36900386214,142.305628219433
2441.98122899979,3590.87075479329,140.594525755214
2428.94686385989,3668.92193164676,140.617777696375
3371.98191694915,2605.3032213822,152.009446981007
1406.51688445359,3356.79349023849,140.744584424671
3923.08049835265,2482.06684272736,139.280888871303
2824.05842840672,2637.24504970014,166.385901413981
2355.56419193745,3201.83479040861,147.144185335337
870.878150686622,274.671739898622,150.127809203356
3568.374061957,667.078023776412,151.614820350467
2353.66707667708,2650.63640661538,159.45983658324
380.164203234017,3292.04071778804,173.423395235755
3371.47688679397,1248.39960690588,170.579066446412
1319.99664660543,3970.80787364393,166.32947744701
449.844471178949,956.731534563005,120.713744150214
2102.12500113994,602.919619530439,160.184328050892
1136.42246462405,225.878050550818,153.827564673794
755.829437635839,2050.86526181549,163.795899938816
577.005909755826,2909.12693087012,186.975270285573
3033.7617341429,3979.80609722435,125.284274023628
3821.04075606912,3284.91591848433,148.042714779795
740.132032893598,3292.28166677058,162.266279885421
3621.70972488821,1059.834536165,168.68271398987
56.8619752302766,3188.19340225309,166.186975246737
1027.34068036079,2170.53285706788,170.120019799791
1050.88230222464,403.427224606276,155.305446247735
1401.30238886923,1689.12347313017,148.801384138725
2846.15955688059,3960.45998763293,130.584667219623
2199.46120865643,1163.34505286068,160.160913399775
434.41535718739,1595.00718582422,175.694048333197
981.387106701732,862.388154491782,154.982190809862
2739.73496630788,832.781716249883,155.318850177824
1166.76851548254,1610.31297780573,156.497444317423
1625.34471601248,2435.27167942375,161.765906097589
3832.3426283896,1842.28912554681,139.709153478614
3130.23289386183,3302.19720117748,132.08329367909
2973.16317912191,1700.03726892173,159.091764251644
3780.50343878567,3680.86483888328,152.025008367504
2592.70989894867,3757.90202710778,131.109186327809
2940.80205634236,3226.173652336,150.690713446424
2039.20178581029,1074.60664957762,157.26723492272
2535.33471375704,3501.84120144695,139.200808926298
1144.20623518527,1962.07328140736,168.427299228948
1519.26857512444,485.79129204154,147.764996221813
3728.60918007791,3113.37824258953,142.69898036199
1853.34395989776,2415.93069862574,151.261350859687
2220.00746335834,1329.82202153653,166.098985042341
2542.28680580854,2009.9202953279,144.469719968024
3726.96927096695,306.31929077208,152.886960677427
2861.37061100453,339.982735924423,169.116821851502
1472.90711291134,2833.65552220494,151.350730892464
1054.69584930688,841.169310733676,148.683540580492
1380.53718023002,2701.74665190279,152.707424201975
1730.96405249089,2821.48898299783,152.04582785292
2787.18101419508,1513.35335709155,169.989596627532
1293.00210624933,3336.31801325828,133.555499817876
3938.00853285939,3290.54177831858,157.723106896389
626.233599148691,1349.35147780925,157.447854008213
3264.8509265855,2465.51631297916,161.495525236774
896.192877553403,2265.3989661485,164.20680951465
3488.00861556083,834.352143108845,159.264447634302
3510.38437895477,3996.57685682178,157.212848017934
1313.19695618004,931.229610927403,148.544838497734
2811.19672954082,2385.06846409291,162.055891139925
524.873281829059,2580.72744403034,162.214426513788
3724.69078935683,2045.41704524308,147.701391124477
1916.69148299843,1393.02759710699,154.518746327747
2293.2211002335,1451.96324214339,177.909954731665
3566.19266513735,3681.18099402636,140.938907368395
1730.9525962919,440.849072299898,151.987764388396
2447.70541973412,314.904749393463,165.624113072574
3179.39506843686,1242.90758371353,169.507389626679
1322.43800442666,354.746758937836,165.808054423684
3367.79689881951,266.665217466652,156.323810277136
54.469108581543,2363.56809735298,164.524777504909
22.9911813512444,769.169239327312,158.741350394788
2825.69347321987,3164.95985072106,157.860180812943
2809.92122646421,418.373747728765,172.010347722956
2660.20371671766,1707.22616277635,172.041015019939
927.87622846663,539.027265273035,145.051370680407
3057.64044355601,3738.76511398703,150.640347494407
3386.06270961463,3834.76630598307,158.005087335027
3963.06108031422,3730.8641243726,177.456590692362
802.367192693055,3377.96082627028,162.497233792606
2248.1598360464,754.388330504298,157.051888906632
3901.62635222077,1937.99254763871,137.204540824418
2427.16144863516,1913.64744305611,146.128203207442
2503.58954165131,1057.39656183869,156.439897499926
526.106608100235,1558.46385471523,178.927486827294
21.7140410095453,1407.20179304481,137.346927444925
2096.77588474005,1087.59030420333,157.219399902031
2909.10718496889,3339.29621148854,153.087067368835
403.007692657411,2684.19572804123,171.291810445847
2059.39921177924,3523.73151201755,139.41642946526
3651.54589060694,743.304114788771,145.678729145536
1076.58574264497,3893.72394233942,154.95685011923
2074.70913045108,3970.51365394145,158.147031433813
1948.57450574636,2676.06594972312,143.037466646192
2380.18252048641,3581.71415142715,141.75020073398
2095.14606185257,370.059857144952,163.158706771806
2373.97805321962,3711.51809860021,145.08010110664
3649.3359208107,148.759718984365,158.407665245368
1980.21233268082,12.0526030659676,143.333365966838
1108.32412168384,648.171976208687,145.17980766316
544.246357865632,3603.04925218225,162.205981152452
33.1490840762854,3401.98063571006,154.453550570172
3338.65241892636,1118.33214294165,168.514685647172
3474.72136002034,2038.87273278087,163.797620033779
2301.8341017887,137.280049733818,155.595761764876
2354.91910669953,2210.51091421396,147.018631252995
1995.38293387741,1285.98599415272,157.828989389275
75.2747748047113,2584.54466518015,174.727965634507
1978.30499336123,2311.48357037455,159.644845206318
3815.65346196294,1242.1235172078,141.667798355674
551.614430733025,413.846842944622,164.453974139739
2959.6938714385,813.416856341064,160.43120054538
3031.99261520058,3400.8822934702,142.993550856189
2721.07170149684,2350.04103649408,165.639885259044
599.526829086244,1949.004041031,171.734890336643
2592.62728597969,2874.49141591787,163.419053317378
457.511434331536,2081.73661585897,180.91842115323
1072.54487089813,1057.32130724937,141.555265057155
2582.364869304,1090.01148492098,150.769048380835
1891.12364128232,2528.694357723,152.662668131488
694.419691339135,675.336317159235,141.538615259231
3304.957235232,2060.1462284103,160.463718969818
877.515408210456,2576.06821041554,142.185600628817
101.515901274979,1475.75157787651,136.509849179547
1324.25976824015,1713.31669483334,147.143079461049
2469.8200719431,493.80171764642,155.87026339246
873.120124451816,1105.89807666838,137.748899971871
3121.89453002065,1065.64531382173,168.300470501516
2354.90166861564,742.436490021646,159.509979680792
376.021296717227,856.111677363515,133.412526210061
753.590537235141,472.548647783697,148.325455305684
2285.22033430636,352.224456146359,167.693542617537
319.893362000585,3719.32873595506,153.160347589849
701.820764690638,1272.62584026903,138.024232586098
1809.57592651248,2753.81884444505,141.188964104626
1946.44672516733,931.393945589662,154.675961308388
819.678535684943,1831.92200306803,153.516918304006
2263.93461786211,2709.77010205388,152.821834137331
1285.29363498092,66.1405241116881,158.625069418023
2729.5833164826,726.949153468013,171.640042107015
981.873398646712,1502.29424331337,149.132743840162
2452.98978034407,1572.056571953,166.233336289278
3121.83244712651,3601.10457520932,146.471121214917
1682.95824434608,1205.37964254618,125.599924507364
926.698072813451,3564.10214025527,170.730251181565
1488.44498675317,764.217431657016,130.309083997485
1042.38705988973,2922.28753305972,132.657049171526
2864.97508455068,1562.07988876849,157.08274833839
3595.51201481372,423.291360028088,145.953578811571
162.51350287348,1584.77255515754,156.045583837297
3114.99356571585,1180.74166588485,172.8120258904
154.928811825812,1538.8693055138,155.500215694782
3312.78711184859,3833.24183057994,155.33305905012
1848.38680643588,2987.56320122629,129.738044839179
1425.93249399215,2944.79735102504,144.784470706713
1605.79041577876,1460.6771748513,126.820223845526
1106.09472356737,986.867790110409,152.83772637951
1463.64233177155,1733.42679347843,158.223035816584
489.563717506826,3641.49413444102,163.702343519358
3206.98184520006,2183.57503693551,144.724321561779
1066.19502138346,3355.32410629094,144.220276070079
20.0049448758364,1612.63353563845,142.175188727806
3323.58961831778,3727.54188720137,153.215688131585
3855.6842431426,1078.55694368482,149.108443594464
3461.69694885612,267.881667241454,145.719029547817
534.038053825498,1637.82783132046,176.994302091958
908.379387110472,1160.2451633662,135.346321649499
266.015796922147,3253.51406633854,175.36166730838
2458.54826830328,1660.67928634584,170.448165326311
1079.15637455881,1123.95846843719,150.490176399107
1947.43093568832,327.979543246329,149.819131517582
151.965267956257,895.110960118473,155.426093271872
3317.38872081041,3932.61843919754,153.835401619529
716.735132969916,432.925788685679,155.056722338882
3728.5415455699,3902.94103324413,150.478637261999
928.233371116221,3956.3315929845,154.822334636445
1091.68833959848,487.700716592371,146.393727560477
2277.4558737874,3956.15575183183,149.990058288547
1974.18962791562,1285.28953157365,157.553850844977
2152.10994519293,1262.31141574681,165.094963755919
133.104925975204,1196.84501551092,143.356908722129
2840.64437355846,776.8824249506,159.082097462866
374.964385293424,2354.02443446219,166.952373903421
1075.98303537816,1153.97274680436,148.49035182446
1061.80155463517,3318.5247797519,139.790034723075
2620.79662457108,1991.0922255367,148.303415904343
2578.54830008,1095.11469397694,158.249214748979
1389.93285037577,3353.38496230543,138.412933466415
2753.80701199174,3212.12505269796,159.298561083486
1808.05269721895,1469.98097375035,134.384000450192
2523.21664243937,1273.49350694567,164.95008527045
1462.55420427769,2549.51796215028,160.29600175292
2283.14655274153,3556.55463133007,138.881754598436
2644.12901643664,561.728583648801,164.568104156191
3641.12182799727,2116.87442660332,150.043657997451
2838.7750023976,1351.53311677277,166.907683935342
3153.00719905645,603.767747990787,150.271584425741
2381.67779054493,3791.49172734469,153.104604041542
808.296388946474,966.958146542311,140.118495687242
193.834627047181,346.674820408225,175.697315123904
2926.52738746256,1873.81131015718,149.888484387736
2696.28361146897,2933.71705245227,159.393067013937
3622.25394137204,2005.76763693243,149.935999956333
2041.09149612486,1389.85452894121,166.779260766743
151.388389989734,2997.68810905516,174.467738249908
2633.51321034133,2165.93043506145,146.362114080196
2530.32142017037,448.342527262866,165.953969000868
2162.07883879542,1156.36992268264,163.10666026087
1036.60742472857,1603.13006676733,158.165324645143
999.830635264516,395.771165378392,152.953029225593
3072.86829221994,2907.49298594892,155.575344858067
3099.56887643784,1318.49065050483,173.241094408882
3696.52667827904,2493.20877622813,120.783755604628
2921.5400274843,2883.3313183859,156.298929546874
99.0321217104793,1429.71759848297,150.363370452293
3511.62558980286,933.369220234454,170.816820187022
1123.44927433878,117.815208621323,146.995480293129
