"x","y","z"
2790.87144788355,2445.36131620407,153.517745005845
177.639699541032,2675.86753237993,177.772850120641
3979.69584725797,1028.8207270205,145.133157173887
1556.6190360114,1947.42277543992,178.176079313651
3561.52190361172,226.11456271261,162.403944514634
310.053001157939,3005.00133726746,177.923303132036
2954.05456516892,3873.49420413375,139.839270899346
3252.73802224547,2179.68268785626,148.104572058808
87.9604397341609,3575.48681646585,140.855016370662
3348.24621491134,3204.02139890939,138.026604264429
2229.75840419531,2156.08440246433,163.812424243386
2433.38502664119,2548.29502571374,160.187117457279
3118.31679102033,1372.38997127861,175.186540474748
2042.20643267035,3382.56457913667,135.98181370609
3094.20779254287,330.729883164167,158.285721641386
2920.48247996718,567.506365478039,157.686595926314
2062.64836434275,2023.8064005971,172.765995496689
3776.85469482094,1928.68507001549,135.869244225211
120.002613402903,260.511522181332,169.794766165276
2971.96135856211,444.350101053715,164.048002694343
961.187351495028,3793.43154281378,159.002600161353
2477.10348106921,1360.61017215252,166.576607947108
1026.50641091168,3819.10752691329,154.218502784221
2872.14333377779,560.775589197874,159.074779621404
2556.6665045917,2608.89860801399,168.973206529789
1338.11997063458,3989.53184206039,162.366926697708
627.19258852303,2286.52193490416,164.8924903836
1470.06145864725,1481.10199160874,129.007058262317
3561.32286600769,3803.4033421427,149.258840533937
2516.28034655005,2159.96604412794,142.777738237018
1856.20029643178,1224.23176653683,136.208934134986
496.827589347959,2036.7779629305,167.711558479903
1278.19682192057,2368.94237622619,154.285728897903
3791.28770902753,624.193483963609,142.278462850286
374.764808453619,218.411286361516,169.286816539469
2066.2444261834,1228.68183813989,158.830238674138
2352.75445692241,2596.48934192955,160.061767088574
1345.71858122945,2513.1751075387,145.184461082277
3793.20802446455,3612.37909179181,154.077316211433
2511.7049831897,2370.48038654029,158.63071184827
1260.25668345392,1182.53134284168,149.394370284662
1710.7830895111,3483.51215571165,137.677367243846
1524.47805274278,3950.98013337702,162.60664095569
2684.76443644613,1412.51566819847,167.196505034131
2767.90109369904,2454.04183864594,158.93095695821
2235.94869952649,3630.07147051394,140.920902457488
3392.26843696088,1449.83967579901,154.88611505006
1784.73148588091,1305.22011127323,134.528791771208
2417.94691234827,2940.49769453704,152.165756975906
1984.23885554075,2721.92867938429,139.273056554484
843.008007854223,782.854351215065,146.560829404632
1782.934804447,3963.52969296277,152.280538784905
139.614085666835,2085.59442404658,157.925785088911
3798.3451616019,95.4399676993489,150.147928150591
3044.82983145863,1965.92881716788,147.906223409477
2937.78053112328,764.054268598557,149.524368721607
2328.83422635496,537.37576585263,154.929125983892
3984.14184525609,3539.5404137671,177.729949865429
766.452697105706,2250.85902865976,166.291331896929
3073.14289920032,2236.33823916316,149.226905084716
1745.48978358507,3898.15613348037,150.451546734953
1711.78498584777,3854.46689650416,150.459723047566
189.283695071936,486.462417058647,177.951144540258
3499.35751408339,1063.10105975717,173.047418678768
2951.05903409421,2633.87868925929,154.288329451622
1585.77033411711,36.15637216717,168.077196307057
239.308768883348,539.005346596241,177.48112763576
2204.51521035284,94.1016329452395,146.741830586865
1915.60659743845,138.602287508547,153.240620270736
296.744396910071,74.764153920114,163.36186372534
1427.89661884308,727.869005873799,133.07981407978
2142.08732079715,1810.13849750161,166.336234986048
978.948458097875,3907.02420845628,145.808459771469
356.171664781868,2889.85016290098,174.189908052572
1632.66308512539,69.7629945352674,158.809151206841
1140.05917217582,1464.3027652055,142.492056387237
602.941601537168,3212.55457121879,165.057187498128
2692.8916759789,1248.09159338474,162.478903252507
1441.75947643816,482.182733714581,150.73547854151
977.555395103991,1355.2411030978,145.339713865907
2199.04954917729,3686.63920648396,145.783935507927
2139.10107500851,3524.96567275375,143.96150972309
1311.75707094371,1818.62126104534,172.503615495929
541.51427000761,2569.16792690754,166.897787589422
379.655580967665,3496.312469244,159.986351582242
237.732026726007,755.782438442111,161.128105829605
2628.95733118057,2067.34236888587,144.192915783793
1020.36615647376,632.677988149226,146.682850134085
3257.259266451,2917.90112201124,149.145867192413
2044.43315695971,793.073412030935,159.501668441007
3268.03537644446,3316.74312707037,150.004720095938
998.724301345646,836.767565459013,153.770481019643
575.227748602629,2968.51242985576,179.354710924976
37.9319712519646,2418.30943524837,173.96624334352
908.897910267115,141.645521856844,158.249662056478
1906.56602010131,3589.59718234837,141.888299174596
668.422053568065,218.035163357854,167.342409929287
2737.60186415166,3976.56634449959,131.163785283536
3680.57291489094,2077.57129147649,145.819061379524
1573.33741616458,2141.2406321615,165.306489082985
1643.81759706885,2351.21197719127,164.129038196252
1119.84115839005,331.662378273904,154.479453640849
1772.69656490535,3320.26217132807,135.531093254473
3764.48065880686,1786.3384494558,132.823137016013
1526.33723057806,622.819588519633,135.935037815901
191.904680803418,1603.29815465957,162.869111205714
859.087050892413,1531.07642382383,152.936647772117
2502.58801225573,3093.96541304886,157.256234988844
344.2417755723,38.5944498702884,158.720669774004
356.726178899407,1611.82446125895,175.212815430578
791.766832582653,2455.35571686924,147.620041378801
3302.25569289178,2909.1961402446,145.160908702386
94.6933655068278,2405.08589241654,174.165166835485
3839.85369373113,80.1201052963734,147.903967611588
288.127223029733,3482.88172949106,155.263488184756
3205.76863083988,1312.13343329728,169.6636038059
3928.02806291729,1710.08539479226,131.904254289815
2162.64693066478,2622.46152199805,144.217345835488
3314.42636530846,1999.7427156195,153.831370670195
892.246746458113,2472.42520097643,145.16106835186
2805.25601934642,1675.74546020478,152.321573993786
2330.64248599112,3097.56867866963,149.499915618263
2719.22570373863,1287.57924586535,164.354879118311
995.194922201335,792.899587191641,152.005122377532
2979.87312823534,3321.78300712258,145.571384647666
1791.29868093878,1268.86864937842,137.556824367563
3541.31215531379,3478.30438893288,139.115337178935
353.30499149859,1533.91312900931,172.777125815539
2033.48371200264,2012.60341890156,164.193295832765
637.269814498723,2820.27908042073,180.95305704577
3157.59538020939,2536.38890385628,162.409644903008
2313.89940343797,2348.87738525867,153.113376388351
2344.67432461679,3403.30464113504,143.448989171031
3134.07784886658,1784.14265997708,152.920557296182
3773.30952789634,1079.91237100214,157.157689235758
2176.23105738312,2382.74904247373,151.203136916182
2701.87881588936,1564.83814120293,171.683368813022
1547.25204128772,307.67635628581,159.474959912101
2715.02735000104,27.8023974969983,158.323382753725
2686.66390795261,1793.93015243113,162.320475329756
2833.01589637995,3476.69018246233,149.933130861638
1610.08483730257,2834.86078958958,158.578067878038
1814.27379697561,1932.88398347795,169.721483990594
2321.42289355397,1018.07520445436,160.804944362994
2202.03100703657,3185.16283854842,140.307089424807
1970.61899770051,1219.78849358857,154.043669702766
2398.26984703541,3007.99202080816,153.460778290552
